saleprice,id,half_bath,gr_liv_area,lot_area,neighborhood,overall_qual,fireplace_qu,heating_qc,mas_vnr_area,year_built,porch_space,garage_total,bsmt_total
90350,2207,0,694,4280,2,5,4.0,3.0,0.0,23,34,35200.0,0.0
79000,1417,0,1096,9600,2,6,0.0,2.0,0.0,34,136,0.0,0.0
149900,2787,0,894,9800,2,5,0.0,3.0,0.0,82,256,46920.0,894.0
123000,1037,0,864,7560,2,5,0.0,3.0,0.0,81,0,50112.0,864.0
87000,2659,0,1774,9600,2,4,0.0,2.0,0.0,10,90,23370.0,1095.0
171000,1567,0,1118,9880,2,6,1.0,3.0,0.0,87,203,31146.0,1096.0
119000,1225,0,1252,9600,2,6,0.0,3.0,0.0,60,96,17280.0,0.0
132500,685,0,1148,7931,2,5,0.0,3.0,0.0,69,0,46368.0,1148.0
161000,1358,0,1666,5100,2,8,4.0,2.0,0.0,35,255,7980.0,0.0
274000,1461,1,1947,9720,2,9,3.0,5.0,134.0,111,284,80475.0,1357.0
125000,221,0,912,8521,2,5,2.0,3.0,0.0,77,0,28224.0,0.0
98500,2187,0,1195,8741,2,5,0.0,3.0,0.0,56,118,0.0,0.0
262000,2504,0,1624,12461,3,8,2.0,5.0,0.0,104,306,78728.0,1624.0
134900,855,0,914,6950,2,5,0.0,3.0,40.0,89,0,39516.0,914.0
170000,2258,1,1328,16905,2,5,4.0,4.0,0.0,69,104,21252.0,0.0
135000,2205,0,1461,7155,2,6,4.0,3.0,0.0,36,116,8100.0,0.0
290000,1158,1,2683,9205,3,6,4.0,5.0,304.0,100,684,47300.0,930.0
173500,1741,0,1258,7697,2,7,0.0,5.0,0.0,117,0,54054.0,0.0
225000,2735,0,2008,7800,2,5,0.0,5.0,0.0,58,103,13340.0,896.0
140500,1888,0,1187,14357,2,5,3.0,3.0,0.0,71,128,31240.0,864.0
126000,2121,0,990,8775,2,5,0.0,4.0,0.0,104,64,31694.0,0.0
170000,1176,1,1586,2645,2,8,0.0,5.0,466.0,109,169,52320.0,960.0
156000,2773,0,990,13568,2,5,0.0,5.0,0.0,105,224,61056.0,0.0
207500,2619,0,1600,16321,2,5,4.0,3.0,0.0,67,546,21373.0,1484.0
255000,1796,1,1792,8640,2,8,0.0,5.0,0.0,117,280,69030.0,0.0
94900,1598,0,988,1596,1,4,1.0,3.0,0.0,83,221,24651.0,462.0
140000,1965,0,1170,7315,2,5,3.0,3.0,0.0,68,225,22984.0,0.0
96900,2651,0,1376,7614,2,3,0.0,4.0,0.0,15,329,8640.0,0.0
154000,609,1,1154,11000,2,5,1.0,5.0,200.0,76,58,36480.0,0.0
184900,1990,1,1772,10337,2,8,0.0,5.0,0.0,20,0,83232.0,0.0
385000,1053,0,2084,14803,3,10,4.0,5.0,816.0,117,233,142740.0,2078.0
106500,2877,0,951,8765,1,4,0.0,5.0,0.0,46,28,15042.0,0.0
327000,497,1,2687,12720,3,8,3.0,5.0,150.0,110,282,89100.0,1455.0
468000,514,0,2490,11128,2,9,4.0,5.0,198.0,115,296,91425.0,2458.0
135000,759,0,1666,5160,1,6,0.0,3.0,0.0,37,148,14208.0,0.0
142500,2474,1,1141,13072,2,6,0.0,5.0,0.0,115,0,55660.0,0.0
141000,1193,1,1464,8814,2,5,0.0,5.0,0.0,78,40,36660.0,0.0
107500,1415,0,1347,7000,2,5,0.0,3.0,0.0,20,233,0.0,1117.0
108500,2048,0,1282,4484,2,5,0.0,3.0,0.0,52,88,12480.0,672.0
150000,2483,1,1320,9019,2,6,0.0,5.0,0.0,104,40,49088.0,0.0
78000,2883,0,936,8520,1,3,0.0,2.0,0.0,26,0,0.0,0.0
235128,1111,0,1580,11932,2,8,0.0,5.0,186.0,117,24,97940.0,0.0
163000,1450,0,1558,14330,2,5,0.0,3.0,0.0,85,606,37400.0,864.0
84900,274,0,640,8777,2,3,0.0,3.0,0.0,55,0,13200.0,0.0
147000,413,1,1322,2308,2,6,2.0,3.0,0.0,84,260,36960.0,0.0
155000,751,1,1826,2500,2,7,4.0,5.0,0.0,25,0,4100.0,910.0
180000,2897,0,1339,8049,2,7,3.0,3.0,54.0,100,148,48400.0,1309.0
55000,207,0,1092,5600,1,4,0.0,2.0,0.0,40,0,0.0,0.0
187500,2269,0,1146,9590,2,7,4.0,5.0,442.0,113,182,49494.0,868.0
125000,891,0,1125,7200,2,6,2.0,5.0,255.0,86,296,30624.0,1041.0
250000,2863,1,2057,11500,2,7,4.0,4.0,0.0,46,322,8280.0,0.0
78000,1298,0,899,6756,2,5,0.0,3.0,0.0,20,96,8000.0,0.0
118000,1292,0,1594,11426,2,4,0.0,4.0,0.0,20,281,0.0,0.0
318000,1687,0,1694,12030,3,8,0.0,5.0,254.0,117,396,95706.0,0.0
215000,2749,1,1911,9554,2,8,3.0,5.0,125.0,103,263,48513.0,0.0
72000,2875,0,672,8534,1,4,0.0,3.0,0.0,35,112,0.0,0.0
180000,1029,0,1523,11361,2,6,3.0,3.0,160.0,86,189,41108.0,0.0
184000,1581,0,1651,12416,2,6,3.0,3.0,132.0,96,192,59136.0,1606.0
124500,612,0,1041,9600,2,5,0.0,5.0,132.0,69,312,18630.0,1041.0
135000,139,0,1604,8267,2,5,0.0,3.0,0.0,68,42,39168.0,0.0
164900,1335,1,1672,6000,2,6,4.0,5.0,0.0,50,11,12000.0,0.0
140000,2531,1,1164,9600,2,7,0.0,3.0,168.0,79,0,41712.0,0.0
128000,681,0,1041,7350,2,5,0.0,4.0,0.0,68,0,19992.0,0.0
153000,1383,0,1034,7703,2,6,1.0,5.0,40.0,88,311,44352.0,0.0
127500,1359,0,1609,4347,2,6,0.0,5.0,0.0,20,182,4560.0,0.0
141500,1226,0,1337,9600,2,5,4.0,4.0,0.0,60,192,15840.0,572.0
325000,63,1,2622,12256,3,8,3.0,5.0,362.0,104,218,74048.0,1463.0
188500,1869,0,1594,9547,2,7,3.0,5.0,112.0,103,270,48616.0,0.0
185000,2468,0,1262,7200,2,6,0.0,4.0,68.0,116,120,66352.0,0.0
146000,1135,0,1175,13072,2,6,0.0,5.0,126.0,115,90,0.0,1175.0
119000,719,0,1288,3600,2,6,4.0,5.0,0.0,27,103,7560.0,624.0
112000,405,1,1302,1680,1,5,0.0,3.0,142.0,81,0,28280.0,0.0
197000,2506,1,1247,3316,2,8,4.0,5.0,0.0,115,84,63250.0,1247.0
412083,2380,1,2589,16387,3,9,4.0,4.0,215.0,116,0,96396.0,1738.0
271000,1565,0,1689,13265,2,8,4.0,5.0,148.0,112,209,95984.0,1568.0
200000,1727,0,1405,3242,3,7,4.0,5.0,235.0,113,172,54014.0,1405.0
174000,1661,0,1324,8991,2,7,2.0,3.0,130.0,86,443,50310.0,0.0
156500,1967,0,1377,8000,2,5,3.0,3.0,0.0,70,0,26325.0,1377.0
204000,2267,1,1756,9303,2,6,0.0,5.0,42.0,106,266,44732.0,872.0
149350,1389,1,1228,8544,2,5,0.0,4.0,0.0,76,65,20596.0,0.0
137000,2553,0,1008,11425,2,5,4.0,4.0,0.0,64,120,17600.0,0.0
222500,1459,1,2031,11404,2,7,3.0,5.0,202.0,108,276,58428.0,0.0
166000,1739,1,1504,8229,2,6,0.0,5.0,22.0,117,132,51480.0,0.0
109500,172,0,936,4485,2,5,4.0,3.0,0.0,30,186,0.0,936.0
122000,788,0,1383,15635,2,4,0.0,3.0,0.0,64,200,44820.0,0.0
99900,1979,0,967,3153,2,5,4.0,4.0,0.0,30,26,5400.0,0.0
249700,1801,0,1656,11096,2,8,0.0,5.0,0.0,116,146,95816.0,0.0
158500,931,0,1152,14000,2,6,4.0,5.0,0.0,60,36,18000.0,0.0
139500,2471,1,1142,7733,2,6,0.0,5.0,0.0,115,54,0.0,0.0
202000,2899,0,1403,8098,2,6,0.0,5.0,0.0,110,173,51700.0,1381.0
145000,2544,0,1712,8393,2,5,0.0,5.0,122.0,69,326,67620.0,0.0
108959,1386,2,1258,12900,2,4,0.0,3.0,0.0,79,120,31600.0,2396.0
160000,315,0,1687,57200,2,5,3.0,3.0,0.0,58,50,43472.0,747.0
128600,1932,0,1560,8078,2,5,0.0,3.0,260.0,68,0,32912.0,0.0
197900,1660,1,1935,12384,2,7,3.0,3.0,233.0,86,365,47300.0,0.0
172000,2353,0,1083,9927,2,7,2.0,3.0,252.0,86,484,51256.0,1047.0
130000,2139,0,907,16300,2,5,0.0,3.0,0.0,87,0,26796.0,876.0
195000,1585,0,1675,7915,2,6,0.0,5.0,0.0,109,217,47415.0,1666.0
113000,1602,0,988,21750,2,5,0.0,5.0,0.0,64,0,33280.0,0.0
209000,2888,0,1491,9116,2,8,0.0,5.0,0.0,111,220,54390.0,0.0
213500,965,1,1479,14419,2,7,2.0,5.0,310.0,97,462,56066.0,3290.0
126000,645,0,1112,13070,2,5,0.0,3.0,0.0,61,255,29280.0,0.0
127500,789,0,1689,9855,2,6,4.0,2.0,0.0,66,0,31680.0,0.0
334000,1015,0,1710,8118,3,9,4.0,5.0,178.0,117,204,65169.0,1710.0
157000,1264,1,1253,10920,2,6,2.0,3.0,212.0,70,389,24640.0,1253.0
125500,1972,0,864,6600,2,5,0.0,4.0,0.0,72,58,21168.0,0.0
189000,1481,1,1456,8199,2,7,4.0,5.0,0.0,115,54,47150.0,728.0
173000,954,0,1217,9947,2,7,0.0,5.0,0.0,100,195,49700.0,1188.0
260000,2499,0,2646,14330,2,7,3.0,4.0,145.0,84,741,46200.0,1748.0
212000,824,1,1768,10769,2,8,0.0,5.0,0.0,117,249,67626.0,0.0
148000,2769,0,914,8846,2,5,0.0,5.0,0.0,106,0,62208.0,0.0
136300,123,0,1775,10600,2,6,0.0,3.0,0.0,74,172,35520.0,0.0
190000,1862,2,2620,18890,2,5,3.0,5.0,1.0,87,324,52200.0,0.0
139500,1308,0,1627,9142,2,5,0.0,3.0,0.0,10,252,25200.0,0.0
162000,1758,1,1320,7750,2,7,0.0,5.0,0.0,113,48,45200.0,0.0
100000,2236,0,1123,6060,1,4,0.0,4.0,0.0,49,140,23496.0,0.0
126500,2912,0,874,10172,2,5,0.0,5.0,0.0,78,120,22464.0,864.0
301000,2093,1,2730,10380,2,7,3.0,5.0,172.0,96,297,55872.0,1502.0
204750,2128,1,1786,9337,2,6,0.0,5.0,0.0,107,162,73188.0,824.0
90000,679,0,1040,7200,2,4,0.0,2.0,0.0,59,0,27720.0,0.0
130000,1313,0,2350,9600,2,5,0.0,3.0,0.0,30,219,15720.0,0.0
155000,2534,1,1770,8640,2,5,0.0,5.0,300.0,78,330,41340.0,900.0
155000,1273,1,1269,7931,2,5,2.0,3.0,0.0,70,0,22792.0,0.0
131500,219,1,1039,11625,2,5,0.0,5.0,0.0,75,0,37800.0,1039.0
153000,133,0,1520,9600,2,6,4.0,5.0,164.0,65,189,23660.0,1156.0
306000,38,0,1704,11478,3,8,4.0,5.0,200.0,117,50,91096.0,1704.0
332200,2408,0,1686,7740,3,9,4.0,5.0,518.0,116,366,104284.0,1686.0
293077,1575,0,1646,9520,2,8,4.0,5.0,338.0,117,236,94400.0,1638.0
128000,1671,0,914,17199,2,4,0.0,5.0,0.0,71,140,19170.0,0.0
152000,2000,0,1616,5400,2,6,0.0,4.0,0.0,36,183,7776.0,0.0
135000,2621,1,1192,10800,2,4,0.0,3.0,0.0,59,0,0.0,0.0
117500,1996,0,2210,9900,2,6,0.0,3.0,0.0,-10,48,8200.0,0.0
127500,1976,0,1296,6000,2,6,0.0,3.0,0.0,37,175,51840.0,0.0
373000,1861,0,2497,17778,2,8,4.0,4.0,0.0,91,266,61516.0,2461.0
98000,1600,1,1092,1477,1,6,0.0,5.0,0.0,80,187,0.0,0.0
203135,298,1,1652,19645,2,7,0.0,5.0,44.0,104,0,49192.0,423.0
191000,875,1,1716,8750,2,7,3.0,5.0,0.0,106,120,54272.0,0.0
98000,1205,0,1014,7785,2,5,0.0,3.0,0.0,66,240,17622.0,0.0
179000,763,0,1200,10800,2,5,0.0,3.0,0.0,97,120,0.0,3600.0
245000,512,0,1432,9139,2,8,4.0,5.0,206.0,116,347,57072.0,0.0
213250,592,0,1680,10140,2,7,3.0,5.0,0.0,108,151,62964.0,1650.0
89900,1255,0,869,10122,2,4,0.0,3.0,0.0,58,66,22620.0,0.0
185000,355,1,1718,10141,2,7,3.0,4.0,40.0,108,385,46116.0,0.0
113500,1676,1,1092,2205,1,6,0.0,3.0,567.0,83,144,21912.0,0.0
68000,2599,0,715,10914,2,3,0.0,2.0,0.0,39,187,50820.0,0.0
201000,312,0,1560,9196,2,7,0.0,5.0,0.0,113,250,64749.0,0.0
226700,1124,1,1768,9803,2,7,0.0,4.0,0.0,115,108,69345.0,0.0
500067,1702,1,2290,17169,3,10,4.0,5.0,970.0,117,222,137358.0,4640.0
201490,2434,1,1598,9171,2,7,4.0,5.0,0.0,114,148,49362.0,0.0
155000,1432,0,990,9750,2,5,0.0,5.0,0.0,104,168,56496.0,990.0
145000,689,0,941,8604,2,5,0.0,4.0,124.0,88,40,49632.0,941.0
128000,1349,0,1362,6155,2,6,0.0,5.0,0.0,30,84,15060.0,0.0
187000,1759,1,1690,9487,2,6,3.0,5.0,0.0,110,50,48620.0,915.0
145500,893,0,1072,3675,2,6,0.0,4.0,80.0,115,28,60375.0,547.0
75000,944,0,572,10200,1,4,0.0,2.0,0.0,35,72,10000.0,0.0
217000,2109,0,1546,11750,2,7,0.0,5.0,204.0,115,186,91540.0,0.0
220000,316,0,1346,11896,2,7,3.0,5.0,60.0,118,148,77880.0,1336.0
165150,2529,2,1790,10400,2,6,3.0,4.0,288.0,82,295,39688.0,732.0
147000,1448,0,1026,10970,2,6,0.0,3.0,0.0,88,34,52416.0,940.0
203000,871,0,1504,11883,2,7,3.0,5.0,196.0,106,181,50668.0,1504.0
165500,142,1,1700,10552,2,5,4.0,4.0,0.0,69,38,30843.0,0.0
67000,1515,0,864,8248,2,3,0.0,3.0,0.0,24,100,0.0,864.0
187000,1970,1,1851,9760,2,6,2.0,4.0,340.0,74,281,32560.0,0.0
180000,572,1,1512,2998,2,6,0.0,5.0,513.0,110,32,48400.0,756.0
146500,2200,0,1298,6821,2,6,4.0,4.0,0.0,31,384,24960.0,0.0
270000,2147,0,1673,11354,2,7,3.0,5.0,0.0,110,535,64130.0,1673.0
147000,249,0,996,9069,2,6,0.0,5.0,0.0,102,120,57528.0,936.0
132000,162,0,1224,8064,2,6,0.0,3.0,0.0,58,414,16800.0,816.0
105000,664,0,1374,5400,2,4,0.0,5.0,0.0,30,198,26026.0,0.0
135900,1516,0,1716,5687,2,5,0.0,5.0,0.0,22,184,0.0,780.0
538000,16,1,3279,53504,3,8,4.0,5.0,603.0,113,749,95033.0,1650.0
147000,1808,1,1143,7500,2,7,0.0,5.0,0.0,116,55,0.0,0.0
325000,425,0,1652,13173,3,9,5.0,5.0,300.0,116,506,97440.0,1652.0
124000,1372,0,1054,9488,2,5,0.0,4.0,0.0,57,182,13680.0,0.0
137000,2495,0,935,13526,2,5,0.0,3.0,114.0,75,180,21600.0,935.0
142900,661,0,2377,10410,2,4,3.0,3.0,0.0,25,432,33792.0,0.0
147000,1301,0,1122,12000,2,5,0.0,5.0,0.0,58,36,30624.0,924.0
128000,396,1,1180,7830,2,5,0.0,3.0,0.0,80,45,38160.0,0.0
144000,2663,0,1690,8850,2,7,4.0,5.0,0.0,26,330,5850.0,0.0
205000,50,0,1370,7132,3,8,4.0,5.0,178.0,116,169,56144.0,0.0
167000,886,0,1486,9937,2,5,0.0,5.0,0.0,74,0,37440.0,1486.0
66500,696,1,1131,5720,2,5,0.0,5.0,0.0,51,26,10200.0,0.0
315000,2454,1,2799,12585,3,8,3.0,5.0,420.0,103,568,72512.0,1286.0
155835,2106,1,1456,11103,2,7,3.0,5.0,0.0,116,0,51040.0,0.0
239500,353,0,1734,8013,3,8,0.0,5.0,0.0,105,102,55440.0,1587.0
300000,441,0,1531,10872,3,9,4.0,5.0,122.0,116,236,81200.0,1504.0
282000,2270,0,1922,11305,2,8,5.0,5.0,886.0,112,265,77504.0,1922.0
120000,1924,0,1144,9100,2,5,4.0,3.0,69.0,70,0,23520.0,0.0
241500,1402,0,1363,39104,2,7,3.0,5.0,0.0,64,81,28096.0,1385.0
336860,1070,0,1866,10110,3,9,4.0,5.0,492.0,118,48,102660.0,1858.0
91000,2696,0,1077,9786,1,3,4.0,2.0,0.0,32,148,6720.0,0.0
207500,1840,1,1550,5330,2,8,0.0,5.0,0.0,116,102,61776.0,0.0
250000,1562,0,1646,3811,2,7,4.0,5.0,174.0,114,336,54948.0,1594.0
167240,2426,0,1248,3010,2,7,0.0,5.0,16.0,115,108,50370.0,0.0
178000,1162,0,1245,3435,2,7,0.0,5.0,0.0,114,100,56430.0,0.0
127000,1874,0,1052,10800,2,6,0.0,3.0,203.0,73,133,22703.0,1052.0
218500,111,0,1829,10456,2,6,0.0,4.0,120.0,77,76,41195.0,1829.0
135750,1207,0,952,8475,2,4,0.0,5.0,0.0,66,0,18678.0,0.0
214000,140,0,1480,8197,2,7,0.0,5.0,506.0,113,325,70060.0,1480.0
257000,545,0,1844,10994,2,8,4.0,5.0,366.0,115,209,71300.0,1844.0
157000,1338,0,1497,6000,2,6,0.0,5.0,0.0,47,272,76608.0,0.0
102000,2873,0,976,7288,1,5,0.0,3.0,0.0,52,160,11180.0,976.0
163500,924,0,964,13360,2,5,0.0,5.0,0.0,31,44,13392.0,876.0
204000,844,0,1501,10335,2,7,0.0,5.0,183.0,109,173,62893.0,1490.0
103500,901,0,1560,11767,2,5,3.0,5.0,259.0,66,0,20658.0,0.0
200000,2195,0,3395,10896,2,6,0.0,5.0,0.0,24,110,0.0,0.0
118000,2081,0,864,5400,2,5,0.0,3.0,0.0,68,0,27132.0,0.0
235000,2774,0,1525,9100,2,7,0.0,5.0,244.0,110,255,59510.0,1525.0
132500,2573,0,1190,7728,2,5,0.0,3.0,120.0,72,18,38880.0,1106.0
221300,1793,1,1830,8778,2,8,0.0,5.0,0.0,116,40,99644.0,0.0
190000,882,0,1500,8487,2,7,0.0,5.0,210.0,114,228,64980.0,0.0
222000,2791,1,1762,9930,2,7,0.0,5.0,199.0,112,374,66192.0,0.0
335000,297,0,1902,17500,2,7,3.0,3.0,0.0,69,369,39123.0,1902.0
257500,509,1,1658,10206,2,8,4.0,5.0,294.0,118,188,85668.0,0.0
264132,1115,0,1506,14587,2,9,4.0,5.0,284.0,118,174,69856.0,0.0
130000,773,0,899,7800,2,5,0.0,5.0,89.0,77,64,22176.0,0.0
137000,732,0,1654,4960,2,5,4.0,5.0,0.0,40,304,21840.0,0.0
99500,1552,0,912,7392,1,5,0.0,3.0,0.0,40,90,15840.0,0.0
160250,226,0,1373,7424,2,5,3.0,3.0,0.0,88,0,52008.0,1319.0
130000,2830,0,1709,2522,2,7,0.0,5.0,50.0,114,40,43320.0,0.0
75200,2238,0,816,3672,1,5,0.0,5.0,0.0,32,96,3200.0,0.0
131250,982,0,1091,7706,2,6,0.0,5.0,0.0,103,280,44187.0,0.0
148000,1265,0,1081,12929,2,6,0.0,3.0,276.0,70,118,28070.0,1081.0
124100,559,0,1020,9316,2,5,0.0,4.0,0.0,75,171,21600.0,0.0
178400,1203,0,999,12122,2,7,0.0,4.0,210.0,71,220,41748.0,944.0
150000,2083,0,1440,7711,2,4,0.0,3.0,0.0,87,321,0.0,2880.0
217000,2130,1,1753,12352,2,7,2.0,5.0,290.0,108,74,57672.0,853.0
252000,2455,1,1964,12447,2,8,4.0,5.0,192.0,115,270,87400.0,0.0
152000,535,1,1141,7500,2,7,0.0,5.0,0.0,116,182,56144.0,1141.0
132000,2019,0,854,6120,2,7,0.0,5.0,0.0,39,160,58176.0,0.0
120000,2655,1,1182,9576,2,6,0.0,3.0,0.0,55,0,20790.0,0.0
338500,2391,1,2091,9942,3,9,4.0,5.0,385.0,115,278,59915.0,1606.0
105000,154,0,985,7898,2,4,0.0,4.0,0.0,30,0,66924.0,0.0
175000,999,1,1446,21872,2,7,3.0,5.0,0.0,106,286,43036.0,0.0
192000,1400,1,2022,10005,2,7,3.0,5.0,299.0,87,405,43935.0,0.0
195000,2807,1,1948,12393,2,7,4.0,5.0,0.0,114,148,49476.0,0.0
210000,516,1,1590,9000,2,8,0.0,5.0,0.0,118,30,79768.0,0.0
211000,1753,1,1948,7875,2,7,4.0,5.0,16.0,113,48,49042.0,0.0
128000,734,0,1324,6000,2,4,0.0,3.0,0.0,46,0,11040.0,0.0
180500,1209,0,1425,10175,2,6,4.0,4.0,272.0,74,407,42624.0,0.0
90000,1994,0,2337,13600,2,5,0.0,3.0,0.0,10,57,30800.0,0.0
138500,1901,0,908,12172,2,5,0.0,3.0,0.0,50,500,43520.0,0.0
169985,2413,1,1492,10237,2,7,0.0,5.0,0.0,116,32,51040.0,0.0
146000,2630,0,1150,7000,2,5,0.0,3.0,0.0,71,162,20448.0,0.0
228000,1428,1,2097,11228,2,7,3.0,5.0,0.0,103,383,69834.0,0.0
159000,1271,1,1256,8000,2,5,0.0,4.0,0.0,69,240,21459.0,1256.0
266000,2464,1,1939,10728,2,8,4.0,4.0,0.0,116,243,122148.0,0.0
139000,2653,1,1566,6000,2,5,0.0,5.0,145.0,34,320,38700.0,0.0
91900,1505,0,784,6931,2,4,0.0,3.0,0.0,65,112,0.0,784.0
212999,2110,0,1500,8760,2,8,4.0,5.0,132.0,116,182,77510.0,0.0
326000,2386,0,1850,16033,3,9,4.0,5.0,378.0,114,631,88008.0,1833.0
179000,1086,1,1515,9024,2,6,4.0,5.0,0.0,114,75,44802.0,0.0
294000,1574,0,1537,11563,2,8,0.0,5.0,258.0,116,26,92196.0,1518.0
97000,406,1,987,1680,1,6,0.0,3.0,425.0,82,0,23616.0,483.0
239799,2757,1,1962,8760,2,7,0.0,5.0,0.0,116,90,100688.0,0.0
161000,2559,0,1433,9600,2,5,4.0,3.0,0.0,71,349,31311.0,1251.0
136500,1469,0,848,4435,2,6,0.0,5.0,170.0,113,140,47460.0,848.0
118000,407,1,987,1680,1,6,0.0,4.0,510.0,82,250,21648.0,0.0
129500,2300,0,845,7599,2,4,0.0,3.0,0.0,92,0,34920.0,845.0
205000,731,1,1548,7264,2,7,0.0,4.0,0.0,35,218,59136.0,0.0
200624,2230,0,2515,32668,2,6,3.0,3.0,0.0,67,200,41140.0,2035.0
322400,1688,0,1694,11825,3,8,4.0,5.0,302.0,116,112,99296.0,0.0
293200,880,0,1602,10200,2,8,4.0,5.0,180.0,117,243,94770.0,1578.0
266000,1074,0,1684,8849,3,9,5.0,5.0,616.0,115,567,64860.0,0.0
172500,771,1,1683,11184,2,6,3.0,4.0,92.0,88,243,38720.0,0.0
124900,724,0,1869,8820,2,5,0.0,3.0,0.0,0,292,33288.0,0.0
149000,730,0,1432,6615,2,6,4.0,3.0,0.0,33,327,7128.0,0.0
185500,273,0,1414,8773,2,7,0.0,5.0,98.0,114,237,56316.0,0.0
220000,2793,1,1358,11088,2,8,3.0,5.0,0.0,112,234,46816.0,1348.0
225000,1789,0,1496,9158,2,8,0.0,5.0,140.0,117,298,55458.0,0.0
124000,1900,0,932,8280,2,6,4.0,5.0,0.0,60,214,18360.0,0.0
92900,677,0,1040,8544,2,3,0.0,2.0,0.0,60,0,38800.0,0.0
126500,747,0,1072,8635,2,5,0.0,3.0,0.0,35,105,108928.0,1072.0
111250,1038,0,864,12735,2,4,0.0,3.0,0.0,82,216,51840.0,0.0
248000,1763,1,2285,11000,3,8,3.0,5.0,72.0,110,56,71280.0,0.0
136870,1283,0,1117,7590,2,5,0.0,5.0,0.0,73,0,19272.0,0.0
133000,2803,0,848,4435,2,6,0.0,5.0,170.0,113,140,47460.0,848.0
135000,1927,0,1048,10152,2,5,0.0,3.0,120.0,66,212,18876.0,1048.0
111900,1036,0,936,10295,2,4,0.0,3.0,72.0,79,16,22752.0,0.0
140000,1237,0,1283,7763,2,5,0.0,3.0,0.0,72,0,45540.0,931.0
134432,1375,0,1588,17120,2,4,4.0,3.0,0.0,69,59,68680.0,0.0
455000,1643,0,2042,13870,3,10,4.0,5.0,250.0,116,466,84708.0,1742.0
290000,2453,1,2526,10120,3,8,3.0,5.0,391.0,104,387,87776.0,1165.0
235500,2129,1,1873,10820,2,7,3.0,5.0,0.0,109,325,65073.0,0.0
156500,2640,0,1416,9600,2,6,0.0,5.0,0.0,10,24,26400.0,0.0
172400,2437,1,1664,8121,2,6,3.0,5.0,0.0,110,140,50600.0,0.0
182000,1123,0,1428,11639,2,7,0.0,5.0,0.0,117,120,56160.0,0.0
372397,2398,0,1792,13758,3,9,4.0,5.0,430.0,115,253,106375.0,1792.0
260000,1420,1,2814,9771,2,6,3.0,5.0,190.0,105,296,64470.0,0.0
72000,2693,0,819,9000,1,5,0.0,5.0,0.0,29,0,0.0,0.0
82375,1370,0,1344,10320,1,3,0.0,5.0,0.0,25,246,0.0,0.0
158000,392,1,2119,10448,2,6,3.0,3.0,333.0,82,104,47806.0,0.0
127000,1351,0,1285,8635,2,5,0.0,3.0,0.0,58,0,13920.0,672.0
270000,246,1,1433,11980,2,7,3.0,5.0,177.0,97,544,51216.0,1433.0
316600,802,1,2132,12327,2,8,4.0,5.0,0.0,93,389,56916.0,1496.0
177000,1404,0,1357,11512,2,6,4.0,4.0,84.0,69,163,21528.0,1019.0
271900,803,0,2196,14684,2,7,3.0,4.0,234.0,100,154,70100.0,0.0
115000,1595,1,1304,2665,1,5,4.0,3.0,0.0,86,165,28896.0,0.0
122000,1319,0,2358,5250,2,8,0.0,2.0,0.0,-18,74,0.0,0.0
315000,2231,1,2726,18044,2,8,4.0,4.0,0.0,96,449,66336.0,0.0
213500,2162,1,1797,9245,2,7,0.0,5.0,0.0,116,197,74124.0,0.0
109500,2622,0,1040,7200,2,5,0.0,3.0,0.0,60,0,37500.0,0.0
115000,1300,0,789,6000,2,5,0.0,5.0,0.0,58,0,14500.0,0.0
176400,2505,1,1143,3628,2,7,4.0,5.0,0.0,114,191,67032.0,0.0
185750,582,0,1489,9156,2,6,4.0,4.0,0.0,78,0,36036.0,0.0
230000,1458,1,1852,9066,2,8,3.0,5.0,320.0,109,330,71940.0,0.0
90000,281,0,960,6410,2,4,0.0,5.0,0.0,68,0,0.0,0.0
129500,2298,0,768,7244,2,5,0.0,5.0,0.0,80,104,60528.0,768.0
153000,2580,0,1124,10152,2,6,3.0,5.0,0.0,66,533,23298.0,1124.0
173733,568,1,1224,3000,2,6,0.0,5.0,76.0,119,234,62832.0,0.0
146000,1807,1,1100,7500,2,6,0.0,5.0,0.0,116,136,0.0,0.0
172500,129,0,1556,17360,2,6,4.0,3.0,340.0,59,150,27730.0,0.0
188000,2294,0,1356,15957,2,6,3.0,3.0,0.0,87,1424,45936.0,2488.0
181500,1860,0,1262,9600,2,6,3.0,5.0,0.0,86,298,39560.0,0.0
212000,839,1,1661,10667,2,7,3.0,5.0,0.0,106,219,58300.0,799.0
188900,2349,1,1857,10530,2,7,3.0,3.0,68.0,88,505,42416.0,0.0
64500,1903,0,666,5000,2,3,0.0,2.0,0.0,56,52,0.0,0.0
230000,234,1,1981,17082,2,6,3.0,5.0,288.0,88,440,45936.0,1117.0
122000,2172,0,1351,16287,2,5,4.0,3.0,0.0,35,143,48960.0,901.0
133500,2588,0,1005,11050,2,5,3.0,5.0,0.0,66,288,21054.0,0.0
256000,1289,0,2792,10440,2,6,3.0,5.0,0.0,30,1027,15600.0,0.0
129500,1596,0,1475,2665,1,5,3.0,3.0,0.0,86,118,28896.0,0.0
318000,264,1,1978,10389,2,8,4.0,5.0,320.0,113,213,96050.0,1978.0
255900,451,0,1606,9658,3,8,4.0,4.0,383.0,116,290,101036.0,0.0
143500,536,1,1158,7500,2,6,0.0,5.0,0.0,114,50,0.0,0.0
